uri,url,title,body,lang,source_title,dateTime,date,time
8793709824,https://www.moneydj.com/kmdj/news/newsviewer.aspx?a=5848217f-bde4-49f1-aa1e-878cc55f17f5,阿里通義千問推新推理模型，多項能力顯著提升-MoneyDJ理財網,"綜合陸媒報導，阿里巴巴(9988.HK)旗下阿里雲通義千問今(31)日宣布，推出全新推理模型Qwen3-30B-A3B-Thinking-2507，相較於4月29日開源的Qwen3-30-A3B模型，新模型在推理能力、通用能力，以及上下文長度上有了顯著提升。

在聚焦數學能力的AIME25評測中，新模型取得85的高分；在代碼能力測試LiveCodeBench v6中得分66，兩項核心推理能力均超越Gemini2.5-Flash(thinking)及Qwen3-235B-A22B(thinking)；新模型的知識水準(GPQA、MMLU-Pro)亦較上一版本進步顯著。

在通用能力方面，包括寫作(WritingBench)、Agent能力(BFCL-v3)、多輪對話及多語言指令遵循(MultiIF)等多項評測中，Qwen3-30B-A3B-Thinking-2507均超越Gemini2.5-Flash(thinking)、Qwen3-235B-A22B(thinking)。更長的上下文理解，原生支持256K tokens，可擴展至1M tokens。此外，新模型思考長度(thinking length)進一步增加。",zho,MoneyDJ理財網,2025-07-31T05:09:38Z,2025-07-31,05:09:38
2025-07-791917157,https://www.reuters.com/business/retail-consumer/chinas-jdcom-buy-germanys-ceconomy-deal-valuing-it-25-billion-2025-07-30/,China's JD.com to buy Germany's Ceconomy in deal valuing it at $2.5 billion,"DUESSELDORF, Germany, July 30 (Reuters) - JD.com (9618.HK), opens new tab is acquiring Germany's Ceconomy (CECG.DE), opens new tab in a deal that values the electronics retailer at 2.2 billion euros ($2.5 billion), allowing one of China's largest online retailers to expand outside of its home market.

Ceconomy's MediaMarkt and Saturn brands will give JD.com, which competes with Alibaba (9988.HK), opens new tab and Amazon (AMZN.O), opens new tab, access to one of the largest online shops for electronic goods in Europe and a network of about 1,000 stores in several European countries. About 50,000 people work at the two chains.

The deal, announced on Wednesday, values Ceconomy at 4.60 euros a share and CEO Kai-Ulrich Deissner told Reuters it would likely be completed in the first half of next year.

""It's exactly the right partner at the right time,"" Deissner said. ""Through the partnership, we have access to technologies, world-leading retail expertise, and supply chains that are unparalleled worldwide.""

Ceconomy's management board and supervisory board will recommend accepting the offer to shareholders, it said in a statement. Its Duesseldorf headquarters would remain, it said.

""We will work with the team to strengthen the capabilities, while applying our advanced technology capabilities to accelerate Ceconomy's ongoing transformation,"" said Sandy Xu, CEO of JD.com, in a statement.

""Our goal is to further grow Ceconomy's platform across Europe and create long-term value for customers, employees, investors and local communities.""

The Kellerhals family, the largest single shareholder of Ceconomy with just under 30% of the shares, has accepted an offer for 3.81% of its shares and intends to remain an investor with a stake of approximately 25.35%.

Shareholders Haniel, Beisheim, BC Equities, and Freenet (FNTGn.DE), opens new tab, which together control approximately 27.9% of the shares, intend to sell their shares to JD.com.

""There will be no compulsory redundancies for three years following the closing of the transaction,"" Deissner said,

adding that he does not anticipate any major problems from antitrust authorities.

RATINGS BOOST

Europe is emerging as a hotspot for Chinese deals and investments and the region is expected to attract more money from China driven by U.S. President Donald Trump's tariff war, said advisers.

Deals into Europe more than doubled to $8.45 billion in 2024, the highest since 2021, and made up more than a third of all China outbound M&A, according to LSEG data, despite increased scrutiny of foreign investments into the region.

""There's potentially more of an incentive for China and the EU to work closer together on the economic front, in view of the trade policies of the Trump administration,"" said Alan Wang, a global transactions partner at law firm Freshfields.

Ceconomy plans to keep its 23.4% stake in French retailer Fnac Darty (FNAC.PA), opens new tab after the JD.com deal, Deissner said.

""The stake in Fnac Darty will remain. We view it as a long-term strategic option, which we are committed to,"" he said.

Ceconomy last week confirmed it was in advanced negotiations over a potential takeover.

Ceconomy had annual sales of 22.4 billion euros in its 2023/24 financial year, of which 5.1 billion euros were online.

JD.com had looked at an acquisition of British electronics retailer Currys (CURY.L), opens new tab last year.

Fitch Ratings said on Wednesday the takeover could bolster Ceconomy's credit profile.

""A takeover by JD may lead to an upgrade of Ceconomy's rating, benefitting from JD's stronger credit profile, given the latter's market position as one of the largest global e-commerce platforms with $160 billion revenue providing services across retail, technology, logistics, and healthcare sectors,"" it said.

""We believe that the acquisition of Ceconomy would boost JD's presence in Europe through the former's over 1,000 stores under MediaMarkt and Saturn brands, and its online presence (24% of sales),"" it added.

Reporting by Matthias Inverardi; Additional reporting by Yantoultra Ngui in Singapore and Kane Wu in Hong Kong; Writing by Matthias Williams; Editing by Chris Reese, Rod Nickel and Muralikumar Anantharaman

Our Standards: The Thomson Reuters Trust Principles., opens new tab",eng,Reuters,2025-07-31T01:30:16Z,2025-07-31,01:30:16
2025-07-791856961,https://www.reuters.com/business/retail-consumer/chinas-jdcom-acquire-german-electronics-retailer-ceconomy-25-billion-2025-07-30/,China's JD.com to acquire German electronics retailer Ceconomy for $2.5 billion,"DUESSELDORF, Germany, July 30 (Reuters) - JD.com (9618.HK), opens new tab is set to acquire German electronics retailer Ceconomy (CECG.DE), opens new tab in a 2.2-billion-euro ($2.51-billion) deal at 4.60 euros a share that Ceconomy's CEO told Reuters would likely be completed in the first half of next year.

The deal, announced on Wednesday, would allow JD.com, one of China's largest online retailers, which competes with Alibaba (9988.HK), opens new tab and Amazon (AMZN.O), opens new tab, to expand outside China. Ceconomy said its brands and Duesseldorf headquarters would remain.

Ceconomy's MediaMarkt and Saturn brands will give JD.com access to one of the largest online shops for electronic goods in Europe and a network of about 1,000 stores in several European countries. About 50,000 people work at the two chains.

""It's exactly the right partner at the right time,"" Ceconomy CEO Kai-Ulrich Deissner said. ""Through the partnership, we have access to technologies, world-leading retail expertise, and supply chains that are unparalleled worldwide.""

The Kellerhals family, the largest single shareholder with just under 30% of the shares, has accepted an offer for 3.81% of its shares and intends to remain an investor with a stake of approximately 25.35%.

Shareholders Haniel, Beisheim, BC Equities, and Freenet (FNTGn.DE), opens new tab, which together control approximately 27.9% of the shares, intend to sell their shares to JD.com.

""There will be no compulsory redundancies for three years following the closing of the transaction,"" Deissner said.

""Closing is expected in the first half of 2026,"" he said, adding that he does not anticipate any major problems from antitrust authorities.

Ceconomy last week confirmed it was in advanced negotiations over a potential takeover.

Ceconomy had annual sales of 22.4 billion euros in its 2023/24 financial year, of which 5.1 billion euros were online.

JD.com had looked at an acquisition of British electronics retailer Currys (CURY.L), opens new tab last year.

Fitch Ratings on Wednesday said the takeover could bolster Ceconomy's credit profile.

""A takeover by JD may lead to an upgrade of Ceconomy's rating, benefitting from JD's stronger credit profile, given the latter's market position as one of the largest global e-commerce platforms with USD160 billion revenue providing services across retail, technology, logistics, and healthcare sectors,"" it said.

""We believe that the acquisition of Ceconomy would boost JD's presence in Europe through the former's over 1,000 stores under MediaMarkt and Saturn brands, and its online presence (24% of sales),"" it added.

Reporting by Matthias Inverardi; writing by Matthias Williams; Editing by Kirsten Donovan, Chris Reese, Rod Nickel

Our Standards: The Thomson Reuters Trust Principles., opens new tab",eng,Reuters,2025-07-30T23:10:16Z,2025-07-30,23:10:16
2025-07-791813225,https://www.reuters.com/business/retail-consumer/chinas-jdcom-acquire-german-electronics-retailer-ceconomy-2025-07-30/,China's JD.Com to acquire German electronics retailer Ceconomy,"DUESSELDORF, Germany, July 30 (Reuters) - China's JD.com (9618.HK), opens new tab is set to acquire German electronics retailer Ceconomy (CECG.DE), opens new tab with a takeover offer at 4.60 euros a share, the companies said on Wednesday, with Ceconomy and major shareholders supporting the move.

Ceconomy last week confirmed it was in advanced negotiations over a potential takeover at 4.60 euros per share, which would value a deal at around 2.2 billion euros ($2.53 billion).

Ceconomy's MediaMarkt and Saturn brands will give JD.com access to one of the largest online shops for electronic goods in Europe and a network of around 1,000 stores in several European countries. Around 50,000 people work at the two chains.

Ceconomy had annual sales of 22.4 billion euros in its 2023/24 financial year, of which 5.1 billion euros were online.

JD.com, which competes with Alibaba (9988.HK), opens new tab and Amazon (AMZN.O), opens new tab, had looked at an acquisition of British electronics retailer Currys (CURY.L), opens new tab last year.

Fitch Ratings on Wednesday said the takeover could bolster Ceconomy's credit profile, by leveraging the latter's stronger credit profile and global reach.

($1 = 0.8708 euros)

Reporting by Matthias Inverardi; writing by Matthias Williams; Editing by Kirsten Donovan and Chris Reese

Our Standards: The Thomson Reuters Trust Principles., opens new tab",eng,Reuters,2025-07-30T21:39:39Z,2025-07-30,21:39:39
2025-07-791594741,https://www.reuters.com/business/retail-consumer/ceconomy-shareholder-talks-takeover-by-jdcom-home-stretch-sources-say-2025-07-30/,"Ceconomy shareholder talks on takeover by JD.com on home stretch, sources say","DUESSELDORF, Germany, July 30 (Reuters) - Talks between the shareholders of German electronics retailer Ceconomy (CECG.DE), opens new tab over a potential takeover by China's JD.com (9618.HK), opens new tab are on the home stretch, four sources told Reuters, with an announcement possible on Wednesday evening.

A JD.com spokesperson declined to comment. Ceconomy could not be reached for comment.

Ceconomy last week confirmed it was in advanced negotiations over a potential takeover at 4.60 euros per share, which would value a deal at around 2.2 billion euros ($2.53 billion).

However, the retailer, which owns electronics chains MediaMarkt and Saturn, said no legally binding agreements had been signed and it was not certain whether a takeover offer would happen.

The talks could still fail at the last minute due to demands from Ceconomy's owners, the sources said.

""It's not quite finalised yet,"" said one source, adding that the Ceconomy supervisory board could meet later on Wednesday.

A spokesperson for a major Ceconomy shareholder, the Kellerhals family, declined to comment.

The MediaMarkt and Saturn brands would give JD.com access to one of the largest online shops for electronic goods in Europe and a network of around 1,000 stores in several European countries. Around 50,000 people work at the two chains.

Ceconomy had annual sales of 22.4 billion euros in its 2023/24 financial year, of which 5.1 billion euros were online.

JD.com, which competes with Alibaba (9988.HK), opens new tab and Amazon (AMZN.O), opens new tab, had looked at an acquisition of British electronics retailer Currys last year.

Fitch Ratings on Wednesday said the takeover could bolster Ceconomy's credit profile, by leveraging the latter's stronger credit profile and global reach.

($1 = 0.8708 euros)

Reporting by Matthias Inverardi; writing by Matthias Williams; Editing by Kirsten Donovan

Our Standards: The Thomson Reuters Trust Principles., opens new tab",eng,Reuters,2025-07-30T16:24:20Z,2025-07-30,16:24:20
8792800370,https://www.benzinga.com/markets/asia/25/07/46721798/chinas-raging-retail-war-may-spill-into-hong-kong-as-jd-com-reportedly-buys-70-of-supermarket-chain,Why China's Raging Retail War May Spill Into Hong Kong - JD.com (NASDAQ:JD),"The e-commerce giant has reportedly purchased Hong Kong grocery chain Kai Bo, aiming to bring its integrated retailing model to the city's local market

Key Takeaways:

JD.com has reportedly acquired 70% of Hong Kong's Kai Bo supermarket chain, giving it access to the grocer's retail network and property assets The e-commerce giant could use the chain to extend its core Mainland instant retail business overseas, combining its supply chain strengths with Kai Bo's local presence

The fierce real-time retail battle raging on the Chinese mainland could be coming soon to nearby Hong Kong.

That's how things appear, following reports that e-commerce giant JD.Com Inc. JD (9618.HK) has purchased 70% of Hong Kong supermarket chain Kai Bo for HK$4 billion ($512 million). If true, the acquisition could represent a major strategic expansion for JD into Hong Kong's real-time retail market, also known as ""instant retail"" - a growing movement in China as companies race to deliver goods ordered online as quickly as possible.

Completed over four months ago, the deal gives JD.com access to Kai Bo's retail network and real estate assets, according to the reports. It features a transition period clause stipulating that Kai Bo founder Lam Hiu-ngai and the chain's current management team will retain operational control for the next three years. During this period, JD will not seek full operational control to ensure a smooth transition.

Kai Bo's parent companies, Moretide Investments and Hai Feng Food, have reportedly notified their merchant partners about an ongoing ""business transfer."" They plan to restructure operations, transferring the supermarket and wholesale businesses to a newly established Hong Kong entity, Kai Bo Supermarket (Hong Kong) Co. Ltd., effective from Aug. 1, according to the reports.

JD has not confirmed the reports, saying only that the actual situation differs from the media coverage and emphasizing that only official announcements are authoritative. Sources have indicated that the actual transaction value may be significantly lower than the figure contained in the media reports.

From hawker to grocery magnate

Founded in 1991, Kai Bo is locally known as a budget friendly neighborhood supermarket chain. The rise of its founder, Lam Hiu-ngai, is the stuff of local business lore. Lam arrived in Hong Kong from the Mainland city of Chaozhou in the 1980s, and started out working as an unlicensed hawker in the city's Chai Wan district. He later co-founded a frozen meat shop with friends before independently establishing Kai Bo. From a single small shop in the city's working class Shau Kei Wan district, Kai Bo has grown into a chain with over 90 outlets and more than 1,000 employees.

For JD, Kai Bo provides a channel to extend its highly efficient and powerful supply chain on the Chinese mainland to Hong Kong, which could also act as a springboard for future additional overseas expansion. JD has direct procurement channels with tens of thousands of Chinese manufacturers. Its self-built warehousing, logistics, and cold chain systems give the e-commerce giant a highly efficient network allowing it to procure, move around and deliver a wide range of products within the vast Mainland market.

As one of a limited number of local supermarket chains in Hong Kong with a major store network and its own delivery capabilities, Kai Bo could serve as an ideal beachhead for JD to bring its supply chain model to the city. Efficient use of its Mainland networks could help JD to bypass import distributors and other intermediaries and directly introduce daily necessities, popular brands, and private label products from the Mainland into Hong Kong.

Such a model would not only offer good prices for Hong Kong consumers but could also open a direct channel for JD's Mainland suppliers to reach overseas retail endpoints, while also acting as a launchpad for markets like Southeast Asia.

The higher-margin Hong Kong market has long been a focus for JD's efforts to internationalize its real-time retail and supply chain capabilities. The company's JD Logistics (2618.HK) arm currently operates fulfillment centers in Hong Kong's Kwun Tong, Kwai Tsing, Sha Tin and Yuen Long districts. It also launched a ""front warehouse"" pilot program in Hong Kong in 2022 to strengthen its capabilities in same-day and next-day delivery services. Its establishment of a cross-border cold chain center in Yuen Long last year also underscores the company's long-term commitment to building up Hong Kong as an offshore warehousing and distribution center.

In China's increasingly heated real-time retail battle, JD is taking a different approach from its peers. Meituan's (3690.HK) focus is a local delivery-based platform that connects convenience stores, supermarkets, and consumers in real-time without extending into the supply chain. Alibaba (BABA.US; 9988.HK) is using a more in-house approach that connects its Ele.me food delivery arm with its Freshippo supermarket chain and Tmall Supermarket, supporting those with its upstream Cainiao Logistics network. But Alibaba has yet to start actively bringing that integrated model to the Hong Kong retail market.

Full chain capabilities

Thus, JD's move with Kai Bo could make it the only Mainland player in Hong Kong with full-chain capabilities, including direct sourcing from factories, cold chain warehousing, online platforms, logistics delivery and a brick-and-mortar store network. Notably, JD has prior experience in Hong Kong through its investment in Qian Dama, a fresh meat and produce chain. With JD as its second-largest shareholder, Qian Dama officially entered Hong Kong in 2018 and now operates around 50 stores locally.

Kai Bo also offers JD.com substantial real estate assets - an important element in a notoriously expensive property market. While Hong Kong shop rents have retreated from recent highs with a local economic slowdown, Kai Bo's real estate will still help JD to reduce its fixed operating costs in the city, while also providing a hedge for the day when Hong Kong's property market starts to recover.

JD's shares fell for two consecutive trading days after the latest reports came out, dropping about 1.3%, reflecting market concerns about the rumored high transaction price. JD currently trades at a depressed price-to-earnings (P/E) ratio of 8.3 times, well below Meituan's 21.5 times, indicating investors aren't so interested in its story right now.

But that could change if it confirms the Kai Bo acquisition and demonstrates that it can successfully integrate its Mainland supply chains into the Hong Kong retail landscape, with potential to extend that capability to Southeast Asia. Such a move could mark the start of a new globalization campaign for its instant retail business, using a model that could mark a turning point for JD's undervalued stock.

Benzinga Disclaimer: This article is from an unpaid external contributor. It does not represent Benzinga's reporting and has not been edited for content or accuracy.

JDJD.com Inc$32.15-0.23%Stock Score Locked: Edge Members Only

Benzinga Rankings give you vital metrics on any stock - anytime.

Unlock RankingsEdge RankingsMomentum51.98Growth75.68Quality44.41Value96.77Price TrendShortMediumLongOverviewMarket News and Data brought to you by Benzinga APIs",eng,Benzinga,2025-07-30T14:01:26Z,2025-07-30,14:01:26
8790713155,https://www.moneydj.com/kmdj/news/newsviewer.aspx?a=85fad8d5-bf09-4923-aee7-369682215aab,渣打與阿里巴巴戰略合作 加快金融服務/AI技術融合-MoneyDJ理財網,"綜合港媒報導，渣打集團(2888.HK)與阿里巴巴(9988.HK)今(29)日正式簽署戰略合作備忘錄，雙方將合作加快推進金融服務與人工智慧(AI)技術的深度融合。根據有關戰略合作備忘錄，阿里雲將協助渣打提升營運效率和客戶體驗，而渣打將透過阿里雲AI技術和解決方案，提升行業競爭力。

同時，計劃涵蓋開發AI驅動客戶服務和銷售推薦，實現AI風險管理與合規自動化流程，及透過研討會和認證合作提升自身團隊AI技能。此外，渣打將提供一系列綜合定製化服務，以滿足阿里巴巴業務需求，包括金融及供應鏈融資支持、跨境資金管理解決方案，將加深雙方在金融市場合作，積極強化在可持續發展和可持續金融領域的合作。

渣打行政總裁溫拓思表示，AI等前瞻科技正帶動商業模式的變革，集團大力投資該領域，助力重塑金融業未來；透過深化合作關係，將共同推動變革創新，將充分釋放AI技術潛能，推動創新升級。阿里巴巴首席執行官吳泳銘則指出，從教育、醫療健康以至科學研究，AI已展現出推動轉型變革強大潛力，將與渣打合作共同推動金融領域轉型。",zho,MoneyDJ理財網,2025-07-29T09:27:04Z,2025-07-29,09:27:04
8790207454,https://www.moneydj.com/kmdj/news/newsviewer.aspx?a=eba1035c-fc1a-4abc-abfd-84e7230eedff,阿里雲創辦人：目前9成AI技術可能在10年內被淘汰-MoneyDJ理財網,"綜合港媒報導，近年OpenAI旗下ChatGPT引發了一場人工智慧(AI)開發與投資革命，然而阿里雲創辦人王堅表示，OpenAI將AI帶入主流而廣受讚譽，但卻製造了對於AI的「偏見」或片面認知，因為AI的應用遠不止於聊天機器人。他認為，人們目前談論的AI內容，約9成可能會在5到10年內消失，因為這些並非這項技術的本質，但這並不是壞事，反而有助於探索。

王堅強調，開發者需排除雜訊、創造性地思考應用，以推動AI進入下一個發展階段。報導亦提到，王堅曾在微軟亞洲研究院(Microsoft Research Asia)累積豐富經驗，深諳打破常規的思維方式。如今阿里雲市值已達160億美元，不僅支撐著阿里巴巴(9988.HK)的全球電商與物流業務，還孕育了大模型「通義千問」，其表現可與DeepSeek、GPT、Gemini等模型媲美。",zho,MoneyDJ理財網,2025-07-29T02:14:47Z,2025-07-29,02:14:47
2025-07-788886520,https://jp.reuters.com/economy/inflation/SV3YPZO5LFORBBUKGPKKKYGGMM-2025-07-28/,アングル：中国ＥＣで「即時配送」競争が激化、当局の批判にも屈せず,"[上海/北京 ２５日 ロイター] - 中国の大手電子商取引（ＥＣ）プラットフォームが、１時間以内、最短３０分で商品を届ける「即時配送」サービスで価格競争を繰り広げている。異例なことに政府の批判にも屈する様子を見せず、即時配送は自社の命運を託すほど重要なビジネスと位置付けていることが分かる。

米中貿易摩擦や米国の対中技術輸出規制によって既に打撃を被っている中国経済において、即時配送の価格競争はデフレ圧力を根付かせかねないとして、当局は規制強化も辞さない構えだ。

しかしアリババ(9988.HK), opens new tab、京東集団（ＪＤドットコム）(9618.HK), opens new tab、美団の３大ＥＣはここ数カ月で計約２０００億元（約２８０億ドル）を、無料特典やクーポンなど即時販売の特典に投じることを決めた。

関係筋によると、独占禁止当局の国家市場監督管理総局（ＳＡＭＲ）はサービスの過激化を見かね、先週３社に２度目の呼び出しをかけて「政府の政策に沿った合理的な競争」を求めた。

テック・バズ・チャイナのテクノロジーアナリスト、エド・サンダー氏は「正に今起こっている闘いだが、実際には５年、１０年先の展望と大いに関連している。（プラットフォーム企業は）この闘いが社の存亡を決しかねないと考えている」と述べた。

人工知能（ＡＩ）と自動倉庫の採用によって即時配送の収益性は今後ますます高まり、従来のＥＣを食い荒らすほどになると同氏は見ている。

競争の数例を挙げると、アリババは１時間以内に配達する朝食の料金をカバーするクーポンを配布し、美団はお茶を無料で提供、京東集団傘下のＪＤテイクアウェイは１１元以上の注文で１０元のクーポンを付与している。

アリババ、京東、美団はコメント要請に応じなかった。

＜有害な競争＞

中国当局は通常、健全で合理的な市場の発展を害すると判断した慣行に対し、継続的に強硬姿勢を採る。企業がそれに抗うのは珍しい。

国営の新華社通信は２３日の社説で、即時配送は「無料の買い物」だとして、その悪影響を明確に指摘。「表面上はプラットフォーム企業が『価格戦争』で即時配送市場を争っている構図だが、その本質は特典を付けて『バブル市場』を生み出すことだ」とし、「率直に言って勝者はいない」と切り込んだ。

中国経済は今年上半期に５．３％の成長を遂げたが、小売売上高の伸びは５月の６．４％から６月には４．８％に減速しており、先行きが危ぶまれる。

またＡＮＺのエコノミストらの推計では、中国の消費者物価指数は今年０．１％、生産者物価指数は３％、それぞれ低下する見通しだ。予想通りなら、２００９年以来初めて年間でデフレとなる。

中欧国際工商学院の経済学教授、バラ・ラマサミー氏は「価格戦争は決して企業の利益にはならない。消費者は当然利益を得るが、マクロ経済の観点からは価格期待が低下し続ける」とし、「中国で起きている競争のレベルは現実離れしており、時には有害ですらある。公共の利益のために政府の介入が不可欠だ」と語った。

＜即時配送ビジネスの魅力＞

関係筋によると、規制当局は２５日の会議で問題点の１つとして、無料で付いてくる飲食物の食品ロスを挙げた。

テック・バズ・チャイナのサンダー氏は「規制当局は、あらゆる点から不満を抱いている。間違いなく不満なのは、多くのハイテク企業が、長期的な効果ゼロの消費者向けの割引を乱発して資金を浪費していることだ」と語る。

しかし新型コロナ禍以来、個人消費低迷による成長鈍化に苦しむＥＣ企業にとって、即時配送ビジネスの魅力は無視できない。

中国国際貿易経済合作研究院のデータによると、即時配送は従来のＥＣに比べ約２．５倍のスピードで成長しており、売上高は２０３０年までに２兆元を超える見通しだ。

消費者は低価格を享受できるかもしれないが、ＥＣの出店社はソーシャルメディア上で、価格競争によって利ざやがほぼゼロになったと不満を漏らしている。レストラン経営者は収益性の高い対面注文が減ったと嘆く。

外食データ調査機関ＮＣＢＤの創設者、ワン・ホンドン氏は「規制の観点から、当局は一般的には競争を歓迎しており、最も反対しているのは独占だ」と指摘。「従って配送戦争が完全に停止する可能性は低いが、レストラン実店舗での飲食への影響など、課題の一部には対処しそうだ」との見方を示した。

私たちの行動規範：トムソン・ロイター「信頼の原則」, opens new tab

* 関連トピック

* インフレーション

Casey Hall

トムソン・ロイター

Casey has reported on China's consumer culture from her base in Shanghai for more than a decade, covering what Chinese consumers are buying, and the broader social and economic trends driving those consumption trends. The Australian-born journalist has lived in China since 2007.",jpn,JP,2025-07-28T05:31:22Z,2025-07-28,05:31:22
8788826183,https://www.moneydj.com/kmdj/news/newsviewer.aspx?a=690a39ce-6995-4c13-bece-fefaf4659e1b,基於Qwen3研發 螞蟻數科發布金融推理大模型-MoneyDJ理財網,"綜合陸媒及港媒報導，螞蟻集團旗下螞蟻數科今(28)日在世界人工智慧大會論壇上，正式發布金融推理大模型Agentar-Fin-R1，該模型基於阿里巴巴(9988.HK)旗下的通義千問Qwen3研發，專注金融專業性、推理及安全合規能力；在FinEval1.0、FinanceIQ等權威金融大模型評測基準上超越Deepseek-R1等同尺寸開源通用大模型以及金融大模型。

據悉，Agentar-Fin-R1提供32B和8B參數兩個版本，以及14B和72B的非推理版本，以滿足金融機構在多樣化場景下的部署需求。螞蟻數科CEO趙聞飆表示，通用大模型距離產業實際應用存在「知識鴻溝」，建構專業的金融大模型是推進金融與AI深度融合的必然路徑，未來金融大模型的應用深度將成為金融機構競爭力的關鍵要素。

數據層面，螞蟻數科建構了號稱「業內最全面與專業的」金融任務分類體系，包括6大類、66小類場景，覆蓋銀行、證券、保險、基金、信託等金融全場景。基於千億級金融專業數據語料，通過可信數據合成技術以及結合專家標注的金融長思維鏈(CoT)構造機制，讓這款大模型具有「天生懂金融」的能力。

目前，螞蟻數科已助力上海某銀行打造「AI手機銀行」，塑造「對話即服務」的模式，用戶可直接通過自然對話獲取各類金融服務，推動銀行老年客戶滿意度提升，月活用戶年增25%。",zho,MoneyDJ理財網,2025-07-28T06:18:06Z,2025-07-28,06:18:06
2025-07-788775104,https://www.moneydj.com/kmdj/news/newsviewer.aspx?a=0855dc53-2563-41be-bc98-c44e93aabc6b,阿里首款自研AI眼鏡亮相，預計今年內正式發布-MoneyDJ理財網,MoneyDJ新聞 2025-07-28 08:36:49 記者 新聞中心 報導綜合港媒及陸媒報導，阿里巴巴(9988.HK)首款自研AI智慧眼鏡，首次以完整產品形態亮相。上週六(26日)在2025世界人工智慧大會(WAIC)開幕首日，阿里巴巴正式發布了首款自研AI眼鏡「夸克AI眼鏡」的技術研發進展。這是阿里自去(2024)年底整合AI To C(面向消費者的人工智慧)業務後推出的首款AI產品，被內部視為阿里AI To C戰略的延伸。據悉，阿里巴巴AI眼鏡預計將於年內正式發布。,zho,MoneyDJ理財網,2025-07-28T01:19:38Z,2025-07-28,01:19:38
8787390729,https://gcn.com/softbank-aims-to-lead-as-asi-platform-provider/811/,SoftBank aims to lead as 'artificial super intelligence' platform provider,"Son likened his aim to the position of dominant technology platform providers such as Microsoft MSFT.O, Amazon AMZN.O, and Alphabet's GOOGL.O Google, which benefit from a ""winner takes all"" dynamic. At previous public appearances, Son has described artificial superintelligence as AI technology that is able to exceed human capabilities by a factor of 10,000.

SoftBank has returned to making the aggressive investments that made Son's name, such as an early bet on Alibaba 9988.HK, but that at times spectacularly backfired, like its massive investment in failed shared office provider WeWork. Its AI-related deals this year include acquiring U.S. semiconductor designer Ampere for $6.5 billion and the underwriting of up to $40 billion of new investment in ChatGPT maker OpenAI.

Son said SoftBank's total agreed investment in OpenAI now stood at $32 billion since first investing in Autumn 2024, and that he regretted not investing earlier. He also said he expected OpenAI to eventually go public. ""I'm all in on OpenAI,"" Son said. SoftBank had owned around 5% of Nvidia NVDA.O until it sold the stake in 2019, before ChatGPT generated a surge in AI interest at the end of 2022.

Nvidia now dominates AI chipmaking and has become one of the world's most valuable companies. Son's latest spending spree follows years of retrenchment after the high-growth tech startups into which SoftBank had invested billions of dollars through its Vision Fund investment vehicles crashed in value from 2022.

Fortunes changed again when SoftBank raised some $5 billion listing chip designer Arm in September 2023. The rise in the British firm's share price since has boosted the group's assets, against which SoftBank can take out debt to fund new investment.

Son said SoftBank was committed to prudent investment and that, throughout the peaks and troughs, SoftBank has maintained the financial resources and user base such that it can take risks at times. Earlier in June, it raised $4.8 billion from the sale of some shares in T-Mobile TMUS.O.

ASI, or otherwise known as Artificial Superintelligence, is a very advanced form of Artificial Intelligence. It possesses cognitive abilities that reach far beyond those of even the brightest of human minds. ASI differs quite extensively from current AI, or alternatively called Artificial Narrow Intelligence (ANI). The design of ANI allows it to perform specific tasks. ASI, on the other hand, will have the capability to generalize knowledge and be able to apply it across various fields. These fields can include arts, science, emotional intelligence, as well as mathematics. With ASI advances still in its early days, it would be interesting to note how the vision of the company and the CEO will combine with this.",eng,Global Current News,2025-07-26T22:12:23Z,2025-07-26,22:12:23
